episode,total_reward,steps,epsilon,initial_Kp,final_Kp,initial_Kd,final_Kd
361,-1274.0853350548405,100,0.8973437681566271,28.5,28.5,8.0,8.5
362,-1664.1119691303263,100,0.8970745650261801,28.5,22.0,8.5,11.0
363,-2232.1344154007847,100,0.8968054426566723,22.0,24.0,11.0,4.5
364,-2229.6246798425523,100,0.8965364010238753,24.0,20.5,4.5,11.0
365,-2704.4588928678736,100,0.8962674401035682,20.5,20.0,11.0,6.0
366,-2272.8640162335323,100,0.8959985598715371,20.0,26.0,6.0,14.0
367,-1860.9305721757466,100,0.8957297603035757,26.0,20.0,14.0,12.0
368,-2812.436638878466,100,0.8954610413754847,20.0,17.5,12.0,9.0
369,-3390.2932154226323,100,0.895192403063072,17.5,14.0,9.0,7.5
370,-4284.749509667348,100,0.8949238453421531,14.0,15.0,7.5,3.5
371,-4708.627449473544,100,0.8946553681885505,15.0,14.5,3.5,6.0
372,-5200.202256895321,100,0.894386971578094,14.5,13.5,6.0,3.5
373,-6150.788718050853,100,0.8941186554866206,13.5,15.5,3.5,1.5
374,-5288.096914421967,100,0.8938504198899747,15.5,13.0,1.5,2.5
375,-4811.630335570546,100,0.8935822647640077,13.0,17.0,2.5,6.0
376,-2698.9699461478313,100,0.8933141900845786,17.0,20.5,6.0,7.0
377,-2711.109720883791,100,0.8930461958275532,20.5,16.5,7.0,6.5
378,-4755.862875837627,100,0.8927782819688049,16.5,16.0,6.5,6.0
379,-2980.332441578648,100,0.8925104484842143,16.0,22.5,6.0,11.0
380,-2347.1168175316548,100,0.8922426953496692,22.5,17.0,11.0,9.5
381,-3049.876871320395,100,0.8919750225410643,17.0,17.5,9.5,9.0
382,-3159.1895043370396,100,0.891707430034302,17.5,18.0,9.0,10.5
383,-2699.842952467789,100,0.8914399178052917,18.0,19.5,10.5,9.5
384,-3395.299531182587,100,0.8911724858299502,19.5,11.5,9.5,5.5
385,-4910.5665651761165,100,0.8909051340842012,11.5,17.0,5.5,6.5
386,-4262.698742818591,100,0.890637862543976,17.0,13.0,6.5,9.0
387,-3920.5204238632405,100,0.8903706711852128,13.0,20.0,9.0,9.0
388,-2535.8031682766846,100,0.8901035599838573,20.0,19.0,9.0,9.5
389,-3526.8985376645005,100,0.8898365289158622,19.0,14.5,9.5,9.5
390,-4007.2116525387055,100,0.8895695779571875,14.5,18.5,9.5,6.0
391,-2521.5325445014637,100,0.8893027070838003,18.5,21.5,6.0,6.5
392,-2228.34156188522,100,0.8890359162716752,21.5,21.0,6.5,4.0
393,-1903.2184045607187,100,0.8887692054967937,21.0,19.5,4.0,5.5
394,-2496.7756285869073,100,0.8885025747351447,19.5,22.5,5.5,8.0
395,-1547.5206275432752,100,0.8882360239627242,22.5,33.0,8.0,9.5
396,-876.1493003198586,100,0.8879695531555354,33.0,34.0,9.5,5.0
397,-702.3802719657675,100,0.8877031622895888,34.0,38.5,5.0,1.0
398,-608.4359434996043,100,0.8874368513409019,38.5,44.0,1.0,11.0
399,-437.52645480960814,100,0.8871706202854996,44.0,47.5,11.0,7.0
400,-424.25876887171,100,0.886904469099414,47.5,50.0,7.0,3.5
401,-407.9067324484336,100,0.8866383977586842,50.0,49.5,3.5,4.5
402,-411.071252256878,100,0.8863724062393566,49.5,47.5,4.5,8.0
403,-416.09829599851844,100,0.8861064945174849,47.5,49.5,8.0,10.0
404,-430.5147929913178,100,0.8858406625691297,49.5,50.0,10.0,11.0
405,-408.2562113668061,100,0.8855749103703591,50.0,49.0,11.0,4.0
406,-412.0117115103111,100,0.885309237897248,49.0,48.0,4.0,5.5
407,-402.0013184355455,100,0.8850436451258789,48.0,50.0,5.5,3.0
408,-410.5462454973882,100,0.8847781320323411,50.0,50.0,3.0,3.0
409,-399.43364230166276,100,0.8845126985927314,50.0,48.5,3.0,10.0
410,-432.0293604587634,100,0.8842473447831536,48.5,49.5,10.0,8.0
411,-408.42189437862027,100,0.8839820705797187,49.5,49.5,8.0,5.0
412,-407.6411975718827,100,0.8837168759585448,49.5,49.5,5.0,8.0
413,-432.7012275089928,100,0.8834517608957573,49.5,46.5,8.0,4.5
414,-406.2691759057749,100,0.8831867253674885,46.5,50.0,4.5,6.0
415,-405.08292778476044,100,0.8829217693498783,50.0,48.5,6.0,6.0
416,-408.26227068942114,100,0.8826568928190733,48.5,49.0,6.0,7.5
417,-404.26648227922544,100,0.8823920957512277,49.0,49.5,7.5,18.0
418,-416.1793567988235,100,0.8821273781225023,49.5,48.5,18.0,13.0
419,-435.34401949155165,100,0.8818627399090656,48.5,48.5,13.0,8.0
420,-409.94831145641433,100,0.8815981810870929,48.5,50.0,8.0,6.0
421,-403.7194799893743,100,0.8813337016327668,50.0,49.0,6.0,9.0
422,-409.93557174644053,100,0.881069301522277,49.0,49.5,9.0,11.5
423,-405.6620572023439,100,0.8808049807318203,49.5,49.5,11.5,6.5
424,-405.80982537703056,100,0.8805407392376008,49.5,49.5,6.5,7.0
425,-407.3218058172716,100,0.8802765770158295,49.5,49.0,7.0,1.5
426,-492.7762261479293,100,0.8800124940427247,49.0,50.0,1.5,4.5
427,-413.5256653652363,100,0.879748490294512,50.0,50.0,4.5,9.0
428,-405.42197124260775,100,0.8794845657474236,50.0,49.5,9.0,8.5
429,-410.140911489472,100,0.8792207203776994,49.5,49.5,8.5,6.5
430,-443.19084180264446,100,0.8789569541615861,49.5,48.0,6.5,10.5
431,-461.61263245279065,100,0.8786932670753377,48.0,45.5,10.5,10.0
432,-519.9475527160973,100,0.8784296590952151,45.5,45.0,10.0,7.0
433,-513.5045063948227,100,0.8781661301974866,45.0,41.0,7.0,4.0
434,-565.4889163397113,100,0.8779026803584273,41.0,41.5,4.0,3.0
435,-565.8135437548561,100,0.8776393095543198,41.5,41.0,3.0,3.5
436,-551.8490279658345,100,0.8773760177614536,41.0,46.5,3.5,2.5
437,-476.873487227681,100,0.8771128049561252,46.5,47.0,2.5,4.0
438,-526.3037828333145,100,0.8768496711146384,47.0,41.0,4.0,3.5
439,-515.2396619945839,100,0.876586616213304,41.0,47.5,3.5,4.5
440,-408.1351713767928,100,0.8763236402284401,47.5,48.5,4.5,5.5
441,-404.7389493111137,100,0.8760607431363716,48.5,49.5,5.5,3.5
442,-407.10310632553967,100,0.8757979249134308,49.5,49.5,3.5,3.5
443,-410.6769223889267,100,0.8755351855359568,49.5,48.5,3.5,4.0
444,-431.27935473710306,100,0.8752725249802961,48.5,48.0,4.0,7.0
445,-406.142684379413,100,0.875009943222802,48.0,50.0,7.0,0.5
446,-449.06167644123866,100,0.8747474402398352,50.0,50.0,0.5,3.0
447,-412.1180931581155,100,0.8744850160077633,50.0,47.0,3.0,6.0
448,-419.1618219254069,100,0.874222670502961,47.0,49.5,6.0,9.5
449,-402.8469148558252,100,0.8739604037018102,49.5,50.0,9.5,5.0
450,-409.00462059334257,100,0.8736982155806996,50.0,47.5,5.0,3.0
451,-406.7009931958604,100,0.8734361061160254,47.5,48.5,3.0,6.0
452,-410.53083522789916,100,0.8731740752841907,48.5,47.0,6.0,4.0
453,-402.05898969471497,100,0.8729121230616055,47.0,50.0,4.0,6.0
454,-454.5093451593611,100,0.872650249424687,50.0,46.5,6.0,7.5
455,-417.1478117933953,100,0.8723884543498597,46.5,49.5,7.5,14.5
456,-415.29428559081254,100,0.8721267378135548,49.5,49.5,14.5,16.5
457,-401.94966057429775,100,0.8718650997922107,49.5,49.5,16.5,13.5
458,-420.40082423225437,100,0.871603540262273,49.5,47.0,13.5,16.0
459,-430.52569510866505,100,0.8713420592001944,47.0,49.5,16.0,13.5
460,-416.3074524623376,100,0.8710806565824344,49.5,49.0,13.5,19.5
461,-417.31317471668774,100,0.8708193323854597,49.0,47.0,19.5,7.0
462,-510.4351068551267,100,0.8705580865857441,47.0,40.0,7.0,4.0
463,-716.3361547476266,100,0.8702969191597684,40.0,29.5,4.0,0.0
464,-1538.0123880416434,100,0.8700358300840204,29.5,23.0,0.0,0.0
465,-1199.3845301614117,100,0.8697748193349952,23.0,33.5,0.0,1.0
466,-976.6417203433722,100,0.8695138868891947,33.5,33.0,1.0,5.0
467,-750.1869102850902,100,0.869253032723128,33.0,37.5,5.0,3.0
468,-593.2996298604833,100,0.8689922568133112,37.5,48.5,3.0,1.0
469,-435.52845610004374,100,0.8687315591362672,48.5,49.0,1.0,8.0
470,-418.13240535436074,100,0.8684709396685264,49.0,50.0,8.0,8.5
471,-409.3643536432675,100,0.8682103983866258,50.0,49.0,8.5,8.5
472,-405.19395619470595,100,0.8679499352671098,49.0,49.5,8.5,16.5
473,-427.880982970563,100,0.8676895502865297,49.5,47.0,16.5,16.5
474,-414.3493500766072,100,0.8674292434214438,47.0,49.0,16.5,11.0
475,-424.17825062306775,100,0.8671690146484173,49.0,49.5,11.0,6.5
476,-404.7096181849907,100,0.8669088639440229,49.5,50.0,6.5,5.0
477,-431.2386156485281,100,0.8666487912848397,50.0,50.0,5.0,4.0
478,-414.8216691137539,100,0.8663887966474543,50.0,50.0,4.0,0.0
479,-431.50000672459726,100,0.8661288800084601,50.0,50.0,0.0,1.5
480,-416.03933165514957,100,0.8658690413444576,50.0,48.5,1.5,8.0
481,-400.621572101239,100,0.8656092806320543,48.5,49.5,8.0,8.5
482,-430.19724581922907,100,0.8653495978478647,49.5,49.0,8.5,6.5
483,-401.05615668606123,100,0.8650899929685104,49.0,49.5,6.5,10.5
484,-405.4866994945721,100,0.8648304659706199,49.5,49.5,10.5,19.5
485,-407.3222726635033,100,0.8645710168308287,49.5,49.5,19.5,18.0
486,-424.8557964789107,100,0.8643116455257794,49.5,50.0,18.0,15.0
487,-408.1584855796453,100,0.8640523520321217,50.0,50.0,15.0,16.5
488,-421.31121626143846,100,0.8637931363265121,50.0,50.0,16.5,13.0
489,-399.4390075419741,100,0.8635339983856142,50.0,50.0,13.0,9.5
490,-406.27881920801485,100,0.8632749381860986,50.0,48.0,9.5,1.5
491,-541.0914678365967,100,0.8630159557046427,48.0,41.5,1.5,0.0
492,-728.1725679077776,100,0.8627570509179314,41.5,42.0,0.0,0.0
493,-645.4458910650849,100,0.8624982238026561,42.0,42.5,0.0,1.5
494,-651.2339280406733,100,0.8622394743355153,42.5,35.5,1.5,0.0
495,-859.6457689396232,100,0.8619808024932146,35.5,37.5,0.0,0.0
496,-835.3932608949177,100,0.8617222082524667,37.5,39.5,0.0,0.0
497,-678.6611356552992,100,0.861463691589991,39.5,41.5,0.0,0.5
498,-603.7012885406326,100,0.8612052524825141,41.5,38.0,0.5,1.5
499,-662.3896833304854,100,0.8609468909067693,38.0,38.5,1.5,1.0
500,-587.2031940821848,100,0.8606886068394973,38.5,43.5,1.0,2.5
